Ensembl_ID	PD1-001	PD1-003	PD1-004	PD1-005	PD1-011	PD1-017	PD1-019	PD1-020	PD1-027
ENSG00000118894	89.27	491.48	339.51	213.19	622.27	506.32	422.63	240.46	432.15
ENSG00000118898	4702	1642	967	347	2155	1294	805	7704	11225
ENSG00000118900	2560.43	5400	3290	2358	5902	6550	674.53	5358	7212
ENSG00000118903	0	0	0	0	0	0	2	0	0
ENSG00000118922	69	564	1047	715	2385	685	156	922	842
ENSG00000118939	84.16	763.04	497.83	205.54	917.78	249.37	35.08	969.01	400.76
ENSG00000118946	264.24	1201.48	581.72	451.37	2968.92	1067.63	709.39	672.18	721.93
ENSG00000118960	490	1320	516	437	1179	850	286	678	661
ENSG00000118961	65	391	411	252	759	848	52	482	346
ENSG00000118965	113	3176	908	545	2395	663	137	1068	1172
ENSG00000118971	2354	449	3016	9237	6604	40368	181	7046	297
ENSG00000118972	2	0	2	3	0	4	124	0	1
ENSG00000118976	18.51	88.05	196.64	99.02	343.24	901.07	208.8	173.56	111.28
ENSG00000118985	330	1603.27	3775.63	1514.29	8608.63	1478.79	378.58	2234.67	2299.94
ENSG00000118990	0	0	0	0	0	0	12	0	0
ENSG00000118997	139	1558	366	396	907	129	458	398	103
ENSG00000119004	100	552	605	299	1395	510	33	744	785
ENSG00000119013	180	755.19	566.8	287.98	988.46	484.98	17	1108	353
ENSG00000119041	487	1829	1581	1044	2720	1659	154	2396	1130
ENSG00000119042	204	96	256	292	1130	347	235.57	443	159
ENSG00000119048	60	928	1128	490	1884	795	64	1122	706
ENSG00000119121	20	747	222	40	632	15	419	250	19
ENSG00000119125	3	1150	207	5	728	152	173	152	407
ENSG00000119138	93	898	689	273	2926	355	179	298	387
ENSG00000119139	6499	7476	12448	9333	16224	5282	596	7442	64936
ENSG00000119147	0	93	13	5	52	8	61	94	1217
ENSG00000119185	574	1754	690	330	2335	1420	293	1237	1090
ENSG00000119203	894	2026	1558	820	2832	2882	209	2018	1912
ENSG00000119227	245	275	112	72	334	234	204	280	412
ENSG00000119231	504	2899	2250	1250	4251	4481	332	2101	2405
ENSG00000119242	645.01	1212.98	511	434	1612	2211.42	292.49	1008	1389
ENSG00000119280	503	1220	765	590	2526	1021	437	1411	1755
ENSG00000119283	29	50	38	76	52	62	1270	86	25
ENSG00000119285	1389.96	5140.95	6022.45	3127.69	8521.58	11258.18	256.62	9036.63	4218.91
ENSG00000119314	551	5096	3737	1712	8533	5556	241	5163	2507
ENSG00000119318	371	2319	1215	817	3306.99	1211	28	2051	1239
ENSG00000119321	1493.68	3156.19	3607.04	2093.01	6362.65	3775.25	411.81	3697.81	2785.61
ENSG00000119326	217	1273	402	220	1363	1302	148	395	763
ENSG00000119328	38	384	131	84	365	171	34	223	145
ENSG00000119333	1626	4438	880	613	1786	4348	347	1247	6640
ENSG00000119335	2710.16	7416.71	6402.65	3801.69	14737.46	5780.65	509.06	8174.15	7161.94
ENSG00000119383	544	1839	594	433	1139	891	122	939	1071
ENSG00000119392	331.85	1143	738.92	321.81	1529.94	990.8	77	1016.81	997
ENSG00000119396	216	599	810	360	1500	383	38	800	391
ENSG00000119397	515	1295	4260	1927	8876	4060	392	2253	3521
ENSG00000119401	616	1360	1246	684	2674	1008	581	2431	1439
ENSG00000119402	748	3031	2087	1381	4503	3575	208	2721	2823
ENSG00000119403	73	536	427	266	680	993	156	257	1486
ENSG00000119408	682	1632	1067	1907	2483	535	67	1246	278
ENSG00000119411	731	709	252	836	1508	324	189	638	1338
ENSG00000119414	109	977	592	318	1322	586	50	774	417
ENSG00000119421	1464	2306	868	535	1763	866	88	2201	1058
ENSG00000119431	327	552	383	388	855	615	214	663	593
ENSG00000119440	0	0	1	0	3	0	1	0	0
ENSG00000119446	175	280	280	117	455	253	17	409	228
ENSG00000119457	14	3764.58	92.36	42.37	168.87	82.52	282.64	115.43	61.87
ENSG00000119471	60	1591	365	244	925	390	28	601	338
ENSG00000119487	661	3037	2784	1932	6339	2861	154	3465	1989
ENSG00000119508	209	185	441	426	1617	177	299	61	38
ENSG00000119509	273	1722	1187	835	2820	2428	248	1223	1290
ENSG00000119514	91	77	127	191	532	153	106.19	696.31	633.82
ENSG00000119522	972	2746	3345	2282	5948	4271	865	2384	3241
ENSG00000119523	264	901	503	305	731	591	170	732	463
ENSG00000119535	266	697	928	1184	985	1029	547	488	367
ENSG00000119537	293	832	1060	353	1622	736	78	904	1127
ENSG00000119541	637	2095	2508	848	3740	1866	84	2225	1843
ENSG00000119547	0	76	54	45	1626	348	373	49	153
ENSG00000119559	231	751	307	269	705	971	277	470	835
ENSG00000119574	837	1064	778	694	1765	2171	390	1922	1794
ENSG00000119596	4792.99	23964.13	14491.7	9686.12	35563.14	16412.57	1732.73	22563.87	19753
ENSG00000119599	767	1811	715	376	1046	1607	408	1514	552
ENSG00000119608	24.01	105.87	31.3	34.88	92.86	24.43	309.27	51.13	20
ENSG00000119614	0	0	0	1	3	4	185	0	0
ENSG00000119616	32	1114	475	192	791.53	417	40	665	237
ENSG00000119630	83	277	70	69	242	96	49	227	224
ENSG00000119632	36	241	386	239	512	286	68	175	310
ENSG00000119636	20.46	511.55	156.39	81.82	474.42	215.22	164.59	142.16	198.49
ENSG00000119638	851	6475	3151	1840	8181	3663	304	3990	3578
ENSG00000119640	69	725	325	152	629	280	54	383	707
ENSG00000119650	85	811	250	268	554	742	213.37	247	365.04
ENSG00000119655	537	5753.05	4084.06	2039	5514.94	5277	148.69	2897	3527.09
ENSG00000119660	0	0	0	0	0	0	11	0	0
ENSG00000119661	26	412	94	100	204	157	15	129	74
ENSG00000119669	1301	3287	1325	1847	3456	4575	550	2111	5503
ENSG00000119673	652.53	1994.4	833.68	511.55	995.05	1022.38	357.19	689.63	819.98
ENSG00000119681	9659.69	3887.52	18573.78	18876.98	44111.14	14378.25	1458.68	20978.53	5042.78
ENSG00000119682	427	3563	2074	1232	3269	3412	263	3468	2342
ENSG00000119684	201	6429	2801	1783	6608	3143	412	3886	1653
ENSG00000119685	605.74	8241	2578	1972	5450	5509	336.44	2521	4588.96
ENSG00000119686	12.83	473.43	343.78	120.34	208.84	323.24	84.28	93.65	41.28
ENSG00000119688	551	4846	1653	1080	3549.47	2393	581	1636	3099.79
ENSG00000119689	1009.61	4274.98	2070.73	1492.92	5274.54	2178	210.09	5702.93	3555.97
ENSG00000119698	2	12	30	145	183	310	33	139	30
ENSG00000119699	186.77	1428.77	879.88	535.67	3861.82	5511.71	229.42	1078.68	979.94
ENSG00000119703	88	1232	92	96	222	214	474	351	301
ENSG00000119705	147.23	3476.59	765.94	499.98	1239.15	608.37	41.83	1626.63	480.93
ENSG00000119707	2579	3112	3333	2504	6523	2467	821	4082	3194
ENSG00000119711	74.54	891.45	613.61	255.18	1306.58	1619.78	310.41	849.84	784.51
ENSG00000119714	57	122	255	129	379	232	156	223	146
ENSG00000119715	12	52	9	49	74	2638	181	15	13
ENSG00000119718	336.93	2289.31	694.54	453	1470.36	1016	286	1208.58	997.81
ENSG00000119720	344.82	1668.37	1615.22	1260.63	2839.18	1734.74	521.42	2114.81	2275.56
ENSG00000119723	182.2	1587.06	609.48	314.41	1223.79	864.02	496	1128.94	800.95
ENSG00000119725	214	2524.2	1438.91	727.69	2266.92	1557.69	197.71	1437.07	1758.32
ENSG00000119729	270.45	1032.11	1015.51	577.45	2365.37	765.53	65.42	1406.25	444.33
ENSG00000119737	253.63	438	468.9	402.04	668	1535.11	280.29	955	667.46
ENSG00000119760	890.07	2820	2190	1386.16	4309	4250.08	384.01	2544	2898.57
ENSG00000119771	336	933	250	284	866	1654	336	365	515
ENSG00000119772	4153	4987	4884	4838	7493	10128	601	7660	8891
ENSG00000119777	1009	3433	2143	1242	4027	3910	375	2301	2227
ENSG00000119778	387	2321	3167	1573	5641	4602	281	2789	2487
ENSG00000119782	1	53	7	2.64	26.02	28.38	11.73	13.78	13.89
ENSG00000119787	606	2641	3136	3431	3671	6943	217	4638	1685
ENSG00000119801	182	1065	1052	733	2057	993	75	1739	631
ENSG00000119812	394	2191	1087	824	2281	1280	280	1152	545
ENSG00000119820	227	2329	2015	756	2904	1824	144	2557	902
ENSG00000119844	336	1677	2486.78	1074	4793.74	2366.46	139.06	2699.67	1561.57
ENSG00000119862	17	427	68	55	270	192	31	78	35
ENSG00000119865	35	229	316	253	1336	110	206	412	105
ENSG00000119866	2539	3456	11933	3729	18063	18584	966	13676	23883
ENSG00000119878	46	225	236	105	235	155	11	290	140
ENSG00000119888	722	2151	188	212	667	1174	82	339	2046
ENSG00000119899	55	902	359	174	751	296	63	286	142
ENSG00000119900	141	1935	2811	2430	4053	3133	238	1318	451
ENSG00000119906	421	2750	3010	1327	5095	4038	324	2964	3212
ENSG00000119912	595	937	2230	760	3073	1883	70	3078	1245
ENSG00000119913	0	0	0	0	0	0	23	0	0
ENSG00000119915	4	41	9	0	10	5	72	0	4
ENSG00000119917	464	1294	7242	1006	2070	3144	170	494	586
ENSG00000119919	1	1	1	18	17	53	73	0	0
ENSG00000119922	416	479	3295	572	1186	1185	196	405	218
ENSG00000119927	120	1345	659	332	3742	1135	262	1136	539
ENSG00000119929	210	433	356	249	925	556	63	429	311.02
ENSG00000119938	5	54	29	49	118	67	92	58	14
ENSG00000119943	135.53	44	162	142.19	457	299	51	179	258
ENSG00000119946	55	8	195	141	293	27	321	394	75
ENSG00000119950	356	940	908	1021	1708	393	80	1824	429
ENSG00000119953	99	461	349	211	525	401	27	451	278
ENSG00000119965	59	589.86	390	213	598.84	604.79	110.66	380.98	386.98
ENSG00000119969	279	471	1060	1233	1398	2741	49	809	2651
ENSG00000119973	0	4	0	2	1	0	120	0	0
ENSG00000119977	590	1089	1170	673	2275	3866	164	1797	990
ENSG00000119979	88.73	528.38	423.55	197.75	659.96	621.04	50.17	359.44	501.76
ENSG00000119986	287	64	97	111	175	215	56	68	96
ENSG00000120008	1216	4052	7582	4131	10576	8549	287	7345	4764
ENSG00000120029	350	1783	1861	919	2838	2205	55	1926	1609
ENSG00000120049	54.83	78	109.9	27	369.78	100	58.59	62.54	66.14
ENSG00000120051	14	10	63	15	133	49	68	151	30
ENSG00000120053	1150	1182	523	271	837	1109	63	1618	782
ENSG00000120054	1	1	0	1	3	138	125	1	1
ENSG00000120055	147.78	55.05	59.31	49.79	110.4	124.08	85.44	117.21	231.69
ENSG00000120057	6	13	12	1	21	857	79	32	19
ENSG00000120063	761	1801	1318	1016	2317	3210	308	1453	1156
ENSG00000120068	0	3	1	8	2	19	83	2	2732
ENSG00000120071	3649.03	10233.7	8754	5690	24234.59	13554	742.35	10119	15805
ENSG00000120075	1	39	22	26	51	15	161	75	4914
ENSG00000120088	0	903	1	3	7	4	133.94	28	0
ENSG00000120093	5	97.96	216.82	355.35	573.98	229.98	348.42	265.45	11561
ENSG00000120094	4	0	0	2	0	0	175	0	429
ENSG00000120129	1884	4427	7870	7778	20336	1731	396	1032	1747
ENSG00000120137	162	720	783	342	1679	871	57.46	930	760
ENSG00000120149	6	8	27	34	47	2	269	20	208
ENSG00000120156	71	550	631	273	2283	478	181	493	215
ENSG00000120158	381	808	729	1024	1794	1178	87	774	451
ENSG00000120159	286	714	444	315	936	422	133	836	794
ENSG00000120160	3	21	5	6	17	14	35	7	0
ENSG00000120162	151	569	689	524	937	1249	163	349	77
ENSG00000120210	0	2	25	8	13	3	96	0	0
ENSG00000120211	1	0	0	0	0	1	46	0	0
ENSG00000120215	12	7	8	9	42	8	20	18	1
ENSG00000120217	12	304	1715	711	2252	1140	56	52	21
ENSG00000120235	1	1	0	0	4	0	303	0	0
ENSG00000120242	0	0	1.45	0	27.81	0	195.83	0	0
ENSG00000120251	1	23	0	22	29	3	145	3	0
ENSG00000120253	57	1076	772	392	1579	898	64	747	775
ENSG00000120254	472	2929	1311	1098	3975	2735	98	1472	2522
ENSG00000120256	350.22	984.95	192.24	218.41	338.96	257.91	49.53	264.42	349.57
ENSG00000120262	38	55	102	66	263	127	155	51	21
ENSG00000120265	221.95	1686.97	603	271.98	1027.96	563.99	81.81	677	744.99
ENSG00000120278	332	932	4107	6221	7899	809	469	1611	974
ENSG00000120279	10	183	96	33	321	88	129	102	53
ENSG00000120280	9	52	442	171	467	105	96	74	8
ENSG00000120289	2	0	1	4	0	2	340	0	0
ENSG00000120306	185	483	409	570	789	450	53	463	342
ENSG00000120314	1099.57	1916.66	1310.38	818.31	2054	1972.91	961.94	1837.31	3009.16
ENSG00000120318	171	593	347	237	1641	358	378	486	1224
ENSG00000120322	51.09	99.34	66.88	307.41	1483.36	63.22	3242.31	900.73	158.12
ENSG00000120324	108.36	195.49	295.93	370.79	2364.66	110.64	3205.47	713.46	383.75
ENSG00000120327	314.47	351.6	467.62	447.46	2349.45	549.43	3051.76	1305.81	529.1
ENSG00000120328	83.08	205.42	97.68	342.68	1663.69	500.11	3573.26	732.28	968.07
ENSG00000120329	17	184	135	75	186	62	371	135	144
ENSG00000120332	16	22	80	27	118	90	598	60	155
ENSG00000120333	102	766	536	279	578	423	53	818	389
ENSG00000120334	12	338	159	79	272	446	52	206	139
ENSG00000120337	0	8	27	39	131	6	42	11	2
ENSG00000120341	69.48	294.18	474.33	293.09	1138.13	287.44	108.94	430.96	122.06
ENSG00000120370	42	500	783	678	1290	1210	208	598	509
ENSG00000120436	1	2	17	4	11	2	249	6	2
ENSG00000120437	138.35	1029.14	728.54	342.88	1044.71	938.52	152.63	740.56	1037.85
ENSG00000120438	1435.65	11673.8	5525.44	2817.09	9155.28	6509.41	276.4	9665.4	7259.32
ENSG00000120440	11	99	4	6	22	18	303	31	1
ENSG00000120451	2115.9	6104	3995.99	2445	6076.21	5451.99	718.81	6135.98	4587.99
ENSG00000120457	280	74	113	40	116	1846	272	89	527
ENSG00000120458	146.79	682.85	518.77	362.69	1624.03	1062.43	353.05	688.71	2349.17
ENSG00000120471	393	27	120	139	125	1388	522	2174	4417
ENSG00000120498	2	5	12	2	17	44	36	4	0
ENSG00000120500	7	10	8	14	39	4	39	15	10
ENSG00000120509	93	491	196	135	412	301	33	315	231
ENSG00000120519	20	594	383	143	700	373	74	333	238
ENSG00000120526	72	1440	586	254	1049	905	72	536	380
ENSG00000120533	248	1600	655	315	1489	674	65	696	657
ENSG00000120539	205	933	1585	898	2147	3414	126	1156	874
ENSG00000120549	7550	12041	26548	11958	51389	18338	1027	14721	24467
ENSG00000120555	1.93	0	0	3.38	2.5	2.33	1	1	0
ENSG00000120563	0	0	0	1	0	0	57.48	0	0
ENSG00000120594	261	468	1075	459	3836	1708	38	1555	410
ENSG00000120616	1060.81	1815.87	2500.08	1195.76	4959.81	2403.96	258.2	3326.51	1957.43
ENSG00000120645	36	215.36	42	51.41	181.51	9	448.46	45	41
ENSG00000120647	221	332	319	268	499	606	94	560	387
ENSG00000120656	163	1204	653	410	1339	869	174	904	705
ENSG00000120658	43	699	176	431	487	100	130	159	36
ENSG00000120659	4	22	77	12	163	12	113	146	11
ENSG00000120662	35	275	693	352	1174	390	61	810	561
ENSG00000120664	0	0	0	0	0	0	0	0	0
ENSG00000120669	0	179.64	0	9.37	7.14	2.49	63.1	1.23	0
ENSG00000120675	28	359	683	418	667	569	36	687	518
ENSG00000120685	409	1823	3073	2010	4737	2451	465	4292	2970
ENSG00000120686	84	158	562	268	1101	181	49	422	296
ENSG00000120688	116	297	624	395	919	360	94	621	509
ENSG00000120690	733	2085	10049	3231	13450	5115	311	12456	3549
ENSG00000120693	32	260	63	66	325	31	151	71	706
ENSG00000120694	942	2539	2346	1366	5228	3852	287	4330	4972
ENSG00000120696	131.51	505.15	798.75	543.16	1442.6	828.74	598.82	1218.42	710.91
ENSG00000120697	47	204	457	179	678	242	16	487	334
ENSG00000120699	63	248	608	253	890	328	24	673	416
ENSG00000120705	729.96	2114.87	2101.91	1412.18	3447.77	1743.85	179.85	3236.8	1884.94
ENSG00000120708	1699	3813	6237	5361	18566	5428	817	5773	3218
ENSG00000120709	1213.26	1563	585	557	991	1167.62	521.77	1307	1721.59
ENSG00000120725	897.95	1493.99	1385.95	1144.96	2172.71	1076.98	109.83	1618	1250
ENSG00000120727	148	872	828	440	1701	532	41	732	859
ENSG00000120729	6	16	63.82	48.19	351.87	89.69	172.89	37.48	37.82
ENSG00000120733	3389	10610	8132	4826	14506	8244	1010	10483	9866
ENSG00000120738	17805	6939	12350	12245	42357	2359	721	6160	18378
ENSG00000120742	524.07	1981.05	1390	984	2475.01	1895	84.27	1893.01	1163.09
ENSG00000120756	3	690	23	32	74	60	25	32	52
ENSG00000120784	33	830	653	472	1253	1185	213	867	501
ENSG00000120798	127	1233	820	501	1888	1541	113	1169	1964
ENSG00000120800	866	3227	3206	2253	6125	7186	286	5187	3768
ENSG00000120802	1216.68	4486.27	4976.14	3316.9	8041.39	11973.04	459.34	3456.11	7004.07
ENSG00000120805	387	1761	1481	1036	3403	1259	59	2314	584
ENSG00000120820	43	63	168	183	1146	73	36	372	45
ENSG00000120832	14	727	468.23	258.97	1073.49	813.16	133.04	433.81	391.64
ENSG00000120833	256	229	610	426	1528	228	138	732	4716
ENSG00000120837	89	443	617	241	1748	865	20	1498	421
ENSG00000120860	55	560	514	290	1168	469	17	576	268
ENSG00000120868	107	1002	1077	629	2361	1106	87	998	655
ENSG00000120875	172	521	899	422	1580	2500	663	226	174
ENSG00000120885	463	3646	1697	1753	7437	3702	176	1032	669
ENSG00000120889	1281	1122	2558	2192	5145	6147	299	2244	1084
ENSG00000120896	2488	1859	716	761.47	3216	722	544.66	959	2969
ENSG00000120899	236	528	1395	938	3380	1769	176	748	1351
ENSG00000120903	11	4	13	8	27	18	325.47	15	6
ENSG00000120907	21	61	47	13	355	972	669	14	12
ENSG00000120910	102	393	356	141	974	373	47	200	197
ENSG00000120913	122.15	404.51	280.84	207.76	902.58	244.24	267.09	264.48	339.04
ENSG00000120915	1183	1823	669	3904	675	4058	100	1458	561
ENSG00000120925	83	2865	994	425	2787	811	269	1701	745
ENSG00000120937	0	1	0	0	0	1	29	0	0
ENSG00000120942	315	1403	561	350	754	713	392	813	789
ENSG00000120948	796.99	9935.98	7755.94	5859.97	13519.86	5775	352.77	9670.98	7177.97
ENSG00000120949	18	25	91	48	72	46	111	21	5
ENSG00000120952	7	1	0	2.73	0	0	819.6	113.82	0
ENSG00000120963	274	1975.97	1166.98	526	2491.56	1158.8	123	1247	705
ENSG00000120992	622	3134.37	1019.4	636.82	1780.09	1574.62	89.66	3011.99	1025.77
ENSG00000121005	65	1016	193	99	1125	163	41	175	116
ENSG00000121022	588	3381.26	1378	843	2689.05	2074.01	219.95	1909.1	1464.4
ENSG00000121039	286	3048	468	366	986	392	116	655	270
ENSG00000121053	6	15	3	6	23	15	123	7	18
ENSG00000121057	3335	2951	4478	3285	9133	5344	662	5535	19511
ENSG00000121058	227	1001	665.99	506.98	1137.88	1302	262	1001.98	820
ENSG00000121060	2605	2883	5476	1979	4157	7156	368	3400	4934
ENSG00000121064	167	4064	3178	3290	5446	5129	145	1080	1021
ENSG00000121067	380	2137	1090	955	2344	1112	188	1552	722
ENSG00000121068	264	2070	397	402	2739	516	584	622	1647
ENSG00000121073	212	1599	770	523	861	1738	244	892	755
ENSG00000121075	6	294	3	2	24	4	270	6	106
ENSG00000121089	8	1	0	5	91	2.72	32	5	0
ENSG00000121101	6	47	43	87	114	32	218	40	13
ENSG00000121104	1301.77	730.09	3051.13	4230.52	3126.98	1254.43	202.39	1111.26	889.45
ENSG00000121152	264	1250	690	419	956	2649	186	494	1021
ENSG00000121207	44	135	327	124	611	337	177	216	189
ENSG00000121210	910	2735	3430	1972	8089	4287	259	2758	1312
ENSG00000121211	30	237	50	42	98	192	25	62	92
ENSG00000121236	14.34	256.19	127.6	48.34	190.23	53.49	204.87	74.23	29.49
ENSG00000121270	19.27	72.11	14.05	15.55	24.15	18.84	134.1	15.57	53.01
ENSG00000121274	116	1346	675	245	1365	419	315	480	629
ENSG00000121281	1526.64	1971.9	2541.93	1014.01	3472.36	1781.2	210.9	1321.33	667.33
ENSG00000121289	405	542	415	279	964	994	120	858	1026
ENSG00000121297	237	353	701	645	3238	495	1080	1108	4842
ENSG00000121310	3260	1760	2856	2231	3949	4019	441	2392	2329
ENSG00000121314	1	31	51	4	62	17	95	110	4
ENSG00000121316	20	622	442	176	578	1002	52	184	23
ENSG00000121318	6	151	143	49	246	141	68	292	29
ENSG00000121335	4834.74	294.54	315.29	406.91	568.08	461.9	4581.88	327.16	190.09
ENSG00000121350	93.92	291.88	529.32	225.45	755.25	398.56	93.78	1017.5	304.73
ENSG00000121351	1	3	0	0	8	18	17	0	0
ENSG00000121361	20	277.71	316	155.81	1566	172	204.1	197.52	116
ENSG00000121377	8	13	16	8	22	10	166	79	2
ENSG00000121380	13	57	254	68	51	598	141	32	22
ENSG00000121381	1	37	51	24	60	23	120	118	15
ENSG00000121388	0	0	0	0	0	0	0	0	0
ENSG00000121390	659	953	1530	1003	3063.97	1342.74	132.62	1960	2601.72
ENSG00000121406	41.45	920.42	927.33	467.31	2025.75	1103.63	447.42	971.95	1043.36
ENSG00000121410	11.25	59.53	47.46	86.53	101.17	1746.52	115.94	23.09	178.52
ENSG00000121413	314	2242.98	1083.88	1881.92	2787.55	219	888.15	1983.02	2810.58
ENSG00000121417	203	983	1368	947	3097	1204	336	1557	1465
ENSG00000121440	171	229	275	361	2168	160	418.09	378	857
ENSG00000121446	2	2	0	4	0	0	379	2	0
ENSG00000121454	133.61	93	77.38	82.17	243	127.29	160.05	205.41	143.92
ENSG00000121481	12	1030	766	376	2109	630	52	970	640
ENSG00000121486	149	1693	1147	655	2169	1023	162	1993	247
ENSG00000121542	40	794	432.48	226	798.45	423	45	694	317
ENSG00000121552	28	80	954	775	2624	14790	117	191	11
ENSG00000121570	0	4	4	3	9	3	146	0	2
ENSG00000121577	52	174	175.14	309.85	347.83	318.93	202.39	171.18	121.92
ENSG00000121578	59	704	312	128	612	226	44	411	179
ENSG00000121579	263	1589	1121	657	2633	948	36	1547	1150
ENSG00000121594	14	120	332	145	179	514	69	100	35
ENSG00000121621	47	899	423	205	500	1453	112	407	315
ENSG00000121634	0	1	1	3	1	0	250	2	0
ENSG00000121644	120	858.51	338.23	198	701.19	500.11	104.03	527.59	349
ENSG00000121653	711.57	2643.48	215.52	677.65	577.22	177	362.2	440.71	977.85
ENSG00000121671	488	1476	761	657	1772	1272	404	910	817
ENSG00000121680	411	352	214	176	434	461	64	499	352
ENSG00000121690	1	314	50	31	228	262	177	54	37
ENSG00000121691	459	3229	1334	523	2476	1861	99	2693	2161
ENSG00000121716	2854.27	3158.99	2772.86	1846.61	5617.5	6576.1	295.11	4481.33	6081.6
ENSG00000121741	806	4609	10581	6966	18603	5863	369	16467	9455
ENSG00000121742	3	46	4	1	29	27	131	13	2
ENSG00000121743	2	3	6	85	19	47	223	6	7
ENSG00000121749	323	2043	1978	1016	3824	1924	59	2954	1189
ENSG00000121753	287	969	573	504	736	70	334	320	1976
ENSG00000121764	14	18	19	15	42	28	135	21	43
ENSG00000121766	98.7	1112.15	418.75	268.94	846.69	692.18	62.81	598	552.73
ENSG00000121769	13	383	29	30	115	66	17	87	47
ENSG00000121774	2138	3454	3321	2313	5361	4735	176	3685	6321
ENSG00000121775	402	930	988	888	1250	1386	172	931	1437
ENSG00000121797	13	96	161	62	101	131	186	54	16
ENSG00000121807	9	100	1350	134	823	225	386	127	3
ENSG00000121851	44	221	254	163	621.88	208	78	171	147
ENSG00000121853	0	4	4	6	11	8	266	2	3
ENSG00000121858	105	540	7849	1864	4350	3113	229	1307	218
ENSG00000121864	87	2108	734	362	1843	1178	133	1077	301
ENSG00000121871	0	86	0	4	21	43	593	11	2
ENSG00000121879	200.36	1419.15	1252.71	620.78	3392.35	1810.83	95.81	1636.82	698.62
ENSG00000121892	1034	3931	5931	2762	11316	5774	156	7174	5203
ENSG00000121895	1	16	175	24	335	45	55	20	0
ENSG00000121897	77	247	277	206	500	293	53	601	202
